state,country,lat,long,date,cases,new_cases
,Brazil,-14.235,-51.9253,2020-01-22,0,0
,Brazil,-14.235,-51.9253,2020-01-23,0,0
,Brazil,-14.235,-51.9253,2020-01-24,0,0
,Brazil,-14.235,-51.9253,2020-01-25,0,0
,Brazil,-14.235,-51.9253,2020-01-26,0,0
,Brazil,-14.235,-51.9253,2020-01-27,0,0
,Brazil,-14.235,-51.9253,2020-01-28,0,0
,Brazil,-14.235,-51.9253,2020-01-29,0,0
,Brazil,-14.235,-51.9253,2020-01-30,0,0
,Brazil,-14.235,-51.9253,2020-01-31,0,0
,Brazil,-14.235,-51.9253,2020-02-01,0,0
,Brazil,-14.235,-51.9253,2020-02-02,0,0
,Brazil,-14.235,-51.9253,2020-02-03,0,0
,Brazil,-14.235,-51.9253,2020-02-04,0,0
,Brazil,-14.235,-51.9253,2020-02-05,0,0
,Brazil,-14.235,-51.9253,2020-02-06,0,0
,Brazil,-14.235,-51.9253,2020-02-07,0,0
,Brazil,-14.235,-51.9253,2020-02-08,0,0
,Brazil,-14.235,-51.9253,2020-02-09,0,0
,Brazil,-14.235,-51.9253,2020-02-10,0,0
,Brazil,-14.235,-51.9253,2020-02-11,0,0
,Brazil,-14.235,-51.9253,2020-02-12,0,0
,Brazil,-14.235,-51.9253,2020-02-13,0,0
,Brazil,-14.235,-51.9253,2020-02-14,0,0
,Brazil,-14.235,-51.9253,2020-02-15,0,0
,Brazil,-14.235,-51.9253,2020-02-16,0,0
,Brazil,-14.235,-51.9253,2020-02-17,0,0
,Brazil,-14.235,-51.9253,2020-02-18,0,0
,Brazil,-14.235,-51.9253,2020-02-19,0,0
,Brazil,-14.235,-51.9253,2020-02-20,0,0
,Brazil,-14.235,-51.9253,2020-02-21,0,0
,Brazil,-14.235,-51.9253,2020-02-22,0,0
,Brazil,-14.235,-51.9253,2020-02-23,0,0
,Brazil,-14.235,-51.9253,2020-02-24,0,0
,Brazil,-14.235,-51.9253,2020-02-25,0,0
,Brazil,-14.235,-51.9253,2020-02-26,1,1
,Brazil,-14.235,-51.9253,2020-02-27,1,0
,Brazil,-14.235,-51.9253,2020-02-28,1,0
,Brazil,-14.235,-51.9253,2020-02-29,2,1
,Brazil,-14.235,-51.9253,2020-03-01,2,0
,Brazil,-14.235,-51.9253,2020-03-02,2,0
,Brazil,-14.235,-51.9253,2020-03-03,2,0
,Brazil,-14.235,-51.9253,2020-03-04,4,2
,Brazil,-14.235,-51.9253,2020-03-05,4,0
,Brazil,-14.235,-51.9253,2020-03-06,13,9
,Brazil,-14.235,-51.9253,2020-03-07,13,0
,Brazil,-14.235,-51.9253,2020-03-08,20,7
,Brazil,-14.235,-51.9253,2020-03-09,25,5
,Brazil,-14.235,-51.9253,2020-03-10,31,6
,Brazil,-14.235,-51.9253,2020-03-11,38,7
,Brazil,-14.235,-51.9253,2020-03-12,52,14
,Brazil,-14.235,-51.9253,2020-03-13,151,99
,Brazil,-14.235,-51.9253,2020-03-14,151,0
,Brazil,-14.235,-51.9253,2020-03-15,162,11
,Brazil,-14.235,-51.9253,2020-03-16,200,38
,Brazil,-14.235,-51.9253,2020-03-17,321,121
,Brazil,-14.235,-51.9253,2020-03-18,372,51
,Brazil,-14.235,-51.9253,2020-03-19,621,249
,Brazil,-14.235,-51.9253,2020-03-20,793,172
,Brazil,-14.235,-51.9253,2020-03-21,1021,228
,Brazil,-14.235,-51.9253,2020-03-22,1546,525
,Brazil,-14.235,-51.9253,2020-03-23,1924,378
,Brazil,-14.235,-51.9253,2020-03-24,2247,323
,Brazil,-14.235,-51.9253,2020-03-25,2554,307
,Brazil,-14.235,-51.9253,2020-03-26,2985,431
,Brazil,-14.235,-51.9253,2020-03-27,3417,432
,Brazil,-14.235,-51.9253,2020-03-28,3904,487
,Brazil,-14.235,-51.9253,2020-03-29,4256,352
,Brazil,-14.235,-51.9253,2020-03-30,4579,323
,Brazil,-14.235,-51.9253,2020-03-31,5717,1138
,Brazil,-14.235,-51.9253,2020-04-01,6836,1119
,Brazil,-14.235,-51.9253,2020-04-02,8044,1208
,Brazil,-14.235,-51.9253,2020-04-03,9056,1012
,Brazil,-14.235,-51.9253,2020-04-04,10360,1304
,Brazil,-14.235,-51.9253,2020-04-05,11130,770
,Brazil,-14.235,-51.9253,2020-04-06,12161,1031
,Brazil,-14.235,-51.9253,2020-04-07,14034,1873
,Brazil,-14.235,-51.9253,2020-04-08,16170,2136
,Brazil,-14.235,-51.9253,2020-04-09,18092,1922
,Brazil,-14.235,-51.9253,2020-04-10,19638,1546
,Brazil,-14.235,-51.9253,2020-04-11,20727,1089
,Brazil,-14.235,-51.9253,2020-04-12,22192,1465
,Brazil,-14.235,-51.9253,2020-04-13,23430,1238
,Brazil,-14.235,-51.9253,2020-04-14,25262,1832
,Brazil,-14.235,-51.9253,2020-04-15,28320,3058
,Brazil,-14.235,-51.9253,2020-04-16,30425,2105
,Brazil,-14.235,-51.9253,2020-04-17,33682,3257
,Brazil,-14.235,-51.9253,2020-04-18,36658,2976
,Brazil,-14.235,-51.9253,2020-04-19,38654,1996
,Brazil,-14.235,-51.9253,2020-04-20,40743,2089
,Brazil,-14.235,-51.9253,2020-04-21,43079,2336
,Brazil,-14.235,-51.9253,2020-04-22,45757,2678
,Brazil,-14.235,-51.9253,2020-04-23,50036,4279
,Brazil,-14.235,-51.9253,2020-04-24,54043,4007
,Brazil,-14.235,-51.9253,2020-04-25,59324,5281
,Brazil,-14.235,-51.9253,2020-04-26,63100,3776
,Brazil,-14.235,-51.9253,2020-04-27,67446,4346
,Brazil,-14.235,-51.9253,2020-04-28,73235,5789
,Brazil,-14.235,-51.9253,2020-04-29,79685,6450
,Brazil,-14.235,-51.9253,2020-04-30,87187,7502
,Brazil,-14.235,-51.9253,2020-05-01,92202,5015
,Brazil,-14.235,-51.9253,2020-05-02,97100,4898
,Brazil,-14.235,-51.9253,2020-05-03,101826,4726
,Brazil,-14.235,-51.9253,2020-05-04,108620,6794
,Brazil,-14.235,-51.9253,2020-05-05,115455,6835
,Brazil,-14.235,-51.9253,2020-05-06,126611,11156
,Brazil,-14.235,-51.9253,2020-05-07,135773,9162
,Brazil,-14.235,-51.9253,2020-05-08,146894,11121
,Brazil,-14.235,-51.9253,2020-05-09,156061,9167
,Brazil,-14.235,-51.9253,2020-05-10,162699,6638
,Brazil,-14.235,-51.9253,2020-05-11,169594,6895
,Brazil,-14.235,-51.9253,2020-05-12,178214,8620
,Brazil,-14.235,-51.9253,2020-05-13,190137,11923
,Brazil,-14.235,-51.9253,2020-05-14,203165,13028
,Brazil,-14.235,-51.9253,2020-05-15,220291,17126
,Brazil,-14.235,-51.9253,2020-05-16,233511,13220
,Brazil,-14.235,-51.9253,2020-05-17,241080,7569
,Brazil,-14.235,-51.9253,2020-05-18,255368,14288
,Brazil,-14.235,-51.9253,2020-05-19,271885,16517
,Brazil,-14.235,-51.9253,2020-05-20,294624,22739
,Brazil,-14.235,-51.9253,2020-05-21,312761,18137
,Brazil,-14.235,-51.9253,2020-05-22,334568,21807
,Brazil,-14.235,-51.9253,2020-05-23,351565,16997
,Brazil,-14.235,-51.9253,2020-05-24,366033,14468
,Brazil,-14.235,-51.9253,2020-05-25,378840,12807
,Brazil,-14.235,-51.9253,2020-05-26,395167,16327
,Brazil,-14.235,-51.9253,2020-05-27,415366,20199
,Brazil,-14.235,-51.9253,2020-05-28,443703,28337
,Brazil,-14.235,-51.9253,2020-05-29,470593,26890
,Brazil,-14.235,-51.9253,2020-05-30,502914,32321
,Brazil,-14.235,-51.9253,2020-05-31,516137,13223
,Brazil,-14.235,-51.9253,2020-06-01,531286,15149
,Brazil,-14.235,-51.9253,2020-06-02,562963,31677
,Brazil,-14.235,-51.9253,2020-06-03,589048,26085
,Brazil,-14.235,-51.9253,2020-06-04,621002,31954
,Brazil,-14.235,-51.9253,2020-06-05,653103,32101
,Brazil,-14.235,-51.9253,2020-06-06,676893,23790
,Brazil,-14.235,-51.9253,2020-06-07,694881,17988
,Brazil,-14.235,-51.9253,2020-06-08,712219,17338
,Brazil,-14.235,-51.9253,2020-06-09,743917,31698
,Brazil,-14.235,-51.9253,2020-06-10,777707,33790
,Brazil,-14.235,-51.9253,2020-06-11,806399,28692
,Brazil,-14.235,-51.9253,2020-06-12,830681,24282
,Brazil,-14.235,-51.9253,2020-06-13,851911,21230
,Brazil,-14.235,-51.9253,2020-06-14,868705,16794
,Brazil,-14.235,-51.9253,2020-06-15,893322,24617
,Brazil,-14.235,-51.9253,2020-06-16,930305,36983
,Brazil,-14.235,-51.9253,2020-06-17,961230,30925
,Brazil,-14.235,-51.9253,2020-06-18,986750,25520
,Brazil,-14.235,-51.9253,2020-06-19,1042809,56059
,Brazil,-14.235,-51.9253,2020-06-20,1106332,63523
,Brazil,-14.235,-51.9253,2020-06-21,1086536,-19796
,Brazil,-14.235,-51.9253,2020-06-22,1114728,28192
,Brazil,-14.235,-51.9253,2020-06-23,1154255,39527
,Brazil,-14.235,-51.9253,2020-06-24,1195288,41033
,Brazil,-14.235,-51.9253,2020-06-25,1236752,41464
,Brazil,-14.235,-51.9253,2020-06-26,1281636,44884
,Brazil,-14.235,-51.9253,2020-06-27,1318556,36920
,Brazil,-14.235,-51.9253,2020-06-28,1351439,32883
,Brazil,-14.235,-51.9253,2020-06-29,1372989,21550
,Brazil,-14.235,-51.9253,2020-06-30,1412669,39680
,Brazil,-14.235,-51.9253,2020-07-01,1459494,46825
,Brazil,-14.235,-51.9253,2020-07-02,1503895,44401
,Brazil,-14.235,-51.9253,2020-07-03,1546935,43040
,Brazil,-14.235,-51.9253,2020-07-04,1580502,33567
,Brazil,-14.235,-51.9253,2020-07-05,1605695,25193
,Brazil,-14.235,-51.9253,2020-07-06,1630149,24454
,Brazil,-14.235,-51.9253,2020-07-07,1676848,46699
,Brazil,-14.235,-51.9253,2020-07-08,1722098,45250
,Brazil,-14.235,-51.9253,2020-07-09,1765060,42962
,Brazil,-14.235,-51.9253,2020-07-10,1809371,44311
,Brazil,-14.235,-51.9253,2020-07-11,1844318,34947
,Brazil,-14.235,-51.9253,2020-07-12,1867976,23658
,Brazil,-14.235,-51.9253,2020-07-13,1890869,22893
,Brazil,-14.235,-51.9253,2020-07-14,1933791,42922
,Brazil,-14.235,-51.9253,2020-07-15,1973933,40142
,Brazil,-14.235,-51.9253,2020-07-16,2017616,43683
,Brazil,-14.235,-51.9253,2020-07-17,2052234,34618
,Brazil,-14.235,-51.9253,2020-07-18,2077987,25753
,Brazil,-14.235,-51.9253,2020-07-19,2101399,23412
,Brazil,-14.235,-51.9253,2020-07-20,2124152,22753
,Brazil,-14.235,-51.9253,2020-07-21,2171079,46927
,Brazil,-14.235,-51.9253,2020-07-22,2237229,66150
,Brazil,-14.235,-51.9253,2020-07-23,2294555,57326
,Brazil,-14.235,-51.9253,2020-07-24,2351458,56903
,Brazil,-14.235,-51.9253,2020-07-25,2398993,47535
,Brazil,-14.235,-51.9253,2020-07-26,2421666,22673
,Brazil,-14.235,-51.9253,2020-07-27,2449677,28011
,Brazil,-14.235,-51.9253,2020-07-28,2503681,54004
,Brazil,-14.235,-51.9253,2020-07-29,2559132,55451
,Brazil,-14.235,-51.9253,2020-07-30,2617187,58055
,Brazil,-14.235,-51.9253,2020-07-31,2670451,53264
,Brazil,-14.235,-51.9253,2020-08-01,2711992,41541
,Brazil,-14.235,-51.9253,2020-08-02,2736058,24066
,Brazil,-14.235,-51.9253,2020-08-03,2756164,20106
,Brazil,-14.235,-51.9253,2020-08-04,2812447,56283
,Brazil,-14.235,-51.9253,2020-08-05,2868616,56169
,Brazil,-14.235,-51.9253,2020-08-06,2922605,53989
,Brazil,-14.235,-51.9253,2020-08-07,2972008,49403
,Brazil,-14.235,-51.9253,2020-08-08,3018397,46389
,Brazil,-14.235,-51.9253,2020-08-09,3041127,22730
,Brazil,-14.235,-51.9253,2020-08-10,3067633,26506
,Brazil,-14.235,-51.9253,2020-08-11,3118153,50520
,Brazil,-14.235,-51.9253,2020-08-12,3173107,54954
,Brazil,-14.235,-51.9253,2020-08-13,3233820,60713
,Brazil,-14.235,-51.9253,2020-08-14,3283227,49407
,Brazil,-14.235,-51.9253,2020-08-15,3320108,36881
,Brazil,-14.235,-51.9253,2020-08-16,3343114,23006
,Brazil,-14.235,-51.9253,2020-08-17,3367511,24397
,Brazil,-14.235,-51.9253,2020-08-18,3416775,49264
,Brazil,-14.235,-51.9253,2020-08-19,3465378,48603
,Brazil,-14.235,-51.9253,2020-08-20,3508352,42974
,Brazil,-14.235,-51.9253,2020-08-21,3540678,32326
,Brazil,-14.235,-51.9253,2020-08-22,3586586,45908
,Brazil,-14.235,-51.9253,2020-08-23,3608459,21873
,Brazil,-14.235,-51.9253,2020-08-24,3631972,23513
,Brazil,-14.235,-51.9253,2020-08-25,3678279,46307
,Brazil,-14.235,-51.9253,2020-08-26,3726431,48152
,Brazil,-14.235,-51.9253,2020-08-27,3768691,42260
,Brazil,-14.235,-51.9253,2020-08-28,3812779,44088
,Brazil,-14.235,-51.9253,2020-08-29,3850070,37291
,Brazil,-14.235,-51.9253,2020-08-30,3864604,14534
,Brazil,-14.235,-51.9253,2020-08-31,3914829,50225
,Brazil,-14.235,-51.9253,2020-09-01,3959158,44329
,Brazil,-14.235,-51.9253,2020-09-02,4005611,46453
,Brazil,-14.235,-51.9253,2020-09-03,4052420,46809
,Brazil,-14.235,-51.9253,2020-09-04,4091959,39539
,Brazil,-14.235,-51.9253,2020-09-05,4125816,33857
,Brazil,-14.235,-51.9253,2020-09-06,4140488,14672
,Brazil,-14.235,-51.9253,2020-09-07,4150004,9516
,Brazil,-14.235,-51.9253,2020-09-08,4168790,18786
,Brazil,-14.235,-51.9253,2020-09-09,4205877,37087
,Brazil,-14.235,-51.9253,2020-09-10,4246638,40761
,Brazil,-14.235,-51.9253,2020-09-11,4288171,41533
,Brazil,-14.235,-51.9253,2020-09-12,4318971,30800
,Brazil,-14.235,-51.9253,2020-09-13,4332991,14020
,Brazil,-14.235,-51.9253,2020-09-14,4353602,20611
,Brazil,-14.235,-51.9253,2020-09-15,4388154,34552
,Brazil,-14.235,-51.9253,2020-09-16,4425451,37297
,Brazil,-14.235,-51.9253,2020-09-17,4461856,36405
,Brazil,-14.235,-51.9253,2020-09-18,4501587,39731
,Brazil,-14.235,-51.9253,2020-09-19,4531145,29558
,Brazil,-14.235,-51.9253,2020-09-20,4546587,15442
,Brazil,-14.235,-51.9253,2020-09-21,4564222,17635
,Brazil,-14.235,-51.9253,2020-09-22,4599189,34967
,Brazil,-14.235,-51.9253,2020-09-23,4631915,32726
,Brazil,-14.235,-51.9253,2020-09-24,4663930,32015
,Brazil,-14.235,-51.9253,2020-09-25,4696240,32310
,Brazil,-14.235,-51.9253,2020-09-26,4720958,24718
,Brazil,-14.235,-51.9253,2020-09-27,4734745,13787
,Brazil,-14.235,-51.9253,2020-09-28,4751616,16871
,Brazil,-14.235,-51.9253,2020-09-29,4784464,32848
,Brazil,-14.235,-51.9253,2020-09-30,4817365,32901
,Brazil,-14.235,-51.9253,2020-10-01,4853148,35783
,Brazil,-14.235,-51.9253,2020-10-02,4885966,32818
,Brazil,-14.235,-51.9253,2020-10-03,4908974,23008
,Brazil,-14.235,-51.9253,2020-10-04,4917689,8715
,Brazil,-14.235,-51.9253,2020-10-05,4943742,26053
,Brazil,-14.235,-51.9253,2020-10-06,4975268,31526
,Brazil,-14.235,-51.9253,2020-10-07,5006206,30938
,Brazil,-14.235,-51.9253,2020-10-08,5033036,26830
,Brazil,-14.235,-51.9253,2020-10-09,5060769,27733
,Brazil,-14.235,-51.9253,2020-10-10,5084513,23744
,Brazil,-14.235,-51.9253,2020-10-11,5096704,12191
,Brazil,-14.235,-51.9253,2020-10-12,5105340,8636
,Brazil,-14.235,-51.9253,2020-10-13,5118699,13359
,Brazil,-14.235,-51.9253,2020-10-14,5146543,27844
,Brazil,-14.235,-51.9253,2020-10-15,5176969,30426
,Brazil,-14.235,-51.9253,2020-10-16,5205565,28596
,Brazil,-14.235,-51.9253,2020-10-17,5226341,20776
,Brazil,-14.235,-51.9253,2020-10-18,5238392,12051
,Brazil,-14.235,-51.9253,2020-10-19,5254971,16579
,Brazil,-14.235,-51.9253,2020-10-20,5278737,23766
,Brazil,-14.235,-51.9253,2020-10-21,5304593,25856
,Brazil,-14.235,-51.9253,2020-10-22,5329357,24764
,Brazil,-14.235,-51.9253,2020-10-23,5359358,30001
,Brazil,-14.235,-51.9253,2020-10-24,5384342,24984
,Brazil,-14.235,-51.9253,2020-10-25,5396596,12254
,Brazil,-14.235,-51.9253,2020-10-26,5415207,18611
,Brazil,-14.235,-51.9253,2020-10-27,5445189,29982
,Brazil,-14.235,-51.9253,2020-10-28,5473540,28351
,Brazil,-14.235,-51.9253,2020-10-29,5500240,26700
,Brazil,-14.235,-51.9253,2020-10-30,5524593,24353
,Brazil,-14.235,-51.9253,2020-10-31,5537763,13170
,Brazil,-14.235,-51.9253,2020-11-01,5547951,10188
,Brazil,-14.235,-51.9253,2020-11-02,5556200,8249
,Brazil,-14.235,-51.9253,2020-11-03,5570782,14582
,Brazil,-14.235,-51.9253,2020-11-04,5594098,23316
,Brazil,-14.235,-51.9253,2020-11-05,5617943,23845
,Brazil,-14.235,-51.9253,2020-11-06,5638143,20200
,Brazil,-14.235,-51.9253,2020-11-07,5655887,17744
,Brazil,-14.235,-51.9253,2020-11-08,5666389,10502
,Brazil,-14.235,-51.9253,2020-11-09,5679803,13414
,Brazil,-14.235,-51.9253,2020-11-10,5726227,46424
,Brazil,-14.235,-51.9253,2020-11-11,5752474,26247
,Brazil,-14.235,-51.9253,2020-11-12,5786393,33919
,Brazil,-14.235,-51.9253,2020-11-13,5825111,38718
,Brazil,-14.235,-51.9253,2020-11-14,5851389,26278
,Brazil,-14.235,-51.9253,2020-11-15,5865295,13906
,Brazil,-14.235,-51.9253,2020-11-16,5881039,15744
,Brazil,-14.235,-51.9253,2020-11-17,5916529,35490
,Brazil,-14.235,-51.9253,2020-11-18,5951281,34752
,Brazil,-14.235,-51.9253,2020-11-19,5987143,35862
,Brazil,-14.235,-51.9253,2020-11-20,6025913,38770
,Brazil,-14.235,-51.9253,2020-11-21,6056135,30222
,Brazil,-14.235,-51.9253,2020-11-22,6074061,17926
,Brazil,-14.235,-51.9253,2020-11-23,6092219,18158
,Brazil,-14.235,-51.9253,2020-11-24,6126752,34533
,Brazil,-14.235,-51.9253,2020-11-25,6171380,44628
,Brazil,-14.235,-51.9253,2020-11-26,6212265,40885
,Brazil,-14.235,-51.9253,2020-11-27,6245773,33508
,Brazil,-14.235,-51.9253,2020-11-28,6297258,51485
,Brazil,-14.235,-51.9253,2020-11-29,6318270,21012
,Brazil,-14.235,-51.9253,2020-11-30,6341965,23695
,Brazil,-14.235,-51.9253,2020-12-01,6393950,51985
,Brazil,-14.235,-51.9253,2020-12-02,6442425,48475
,Brazil,-14.235,-51.9253,2020-12-03,6492564,50139
,Brazil,-14.235,-51.9253,2020-12-04,6540235,47671
,Brazil,-14.235,-51.9253,2020-12-05,6580517,40282
,Brazil,-14.235,-51.9253,2020-12-06,6606947,26430
,Brazil,-14.235,-51.9253,2020-12-07,6633971,27024
,Brazil,-14.235,-51.9253,2020-12-08,6681767,47796
,Brazil,-14.235,-51.9253,2020-12-09,6736358,54591
,Brazil,-14.235,-51.9253,2020-12-10,6789908,53550
,Brazil,-14.235,-51.9253,2020-12-11,6842458,52550
,Brazil,-14.235,-51.9253,2020-12-12,6884782,42324
,Brazil,-14.235,-51.9253,2020-12-13,6906811,22029
,Brazil,-14.235,-51.9253,2020-12-14,6934191,27380
,Brazil,-14.235,-51.9253,2020-12-15,6982223,48032
,Brazil,-14.235,-51.9253,2020-12-16,7048347,66124
,Brazil,-14.235,-51.9253,2020-12-17,7117046,68699
,Brazil,-14.235,-51.9253,2020-12-18,7169899,52853
,Brazil,-14.235,-51.9253,2020-12-19,7218141,48242
,Brazil,-14.235,-51.9253,2020-12-20,7242625,24484
,Brazil,-14.235,-51.9253,2020-12-21,7270270,27645
,Brazil,-14.235,-51.9253,2020-12-22,7326935,56665
,Brazil,-14.235,-51.9253,2020-12-23,7372614,45679
,Brazil,-14.235,-51.9253,2020-12-24,7430825,58211
,Brazil,-14.235,-51.9253,2020-12-25,7452008,21183
,Brazil,-14.235,-51.9253,2020-12-26,7469541,17533
,Brazil,-14.235,-51.9253,2020-12-27,7487155,17614
,Brazil,-14.235,-51.9253,2020-12-28,7514592,27437
,Brazil,-14.235,-51.9253,2020-12-29,7570963,56371
,Brazil,-14.235,-51.9253,2020-12-30,7626563,55600
,Brazil,-14.235,-51.9253,2020-12-31,7681032,54469
,Brazil,-14.235,-51.9253,2021-01-01,7703971,22939
,Brazil,-14.235,-51.9253,2021-01-02,7719324,15353
,Brazil,-14.235,-51.9253,2021-01-03,7736514,17190
,Brazil,-14.235,-51.9253,2021-01-04,7761553,25039
,Brazil,-14.235,-51.9253,2021-01-05,7819636,58083
,Brazil,-14.235,-51.9253,2021-01-06,7882143,62507
,Brazil,-14.235,-51.9253,2021-01-07,7970112,87969
,Brazil,-14.235,-51.9253,2021-01-08,8029698,59586
,Brazil,-14.235,-51.9253,2021-01-09,8081091,51393
,Brazil,-14.235,-51.9253,2021-01-10,8110118,29027
,Brazil,-14.235,-51.9253,2021-01-11,8140865,30747
,Brazil,-14.235,-51.9253,2021-01-12,8205289,64424
,Brazil,-14.235,-51.9253,2021-01-13,8265116,59827
,Brazil,-14.235,-51.9253,2021-01-14,8333445,68329
,Brazil,-14.235,-51.9253,2021-01-15,8402542,69097
,Brazil,-14.235,-51.9253,2021-01-16,8460987,58445
,Brazil,-14.235,-51.9253,2021-01-17,8492403,31416
,Brazil,-14.235,-51.9253,2021-01-18,8521336,28933
,Brazil,-14.235,-51.9253,2021-01-19,8583485,62149
,Brazil,-14.235,-51.9253,2021-01-20,8647962,64477
,Brazil,-14.235,-51.9253,2021-01-21,8706912,58950
,Brazil,-14.235,-51.9253,2021-01-22,8763517,56605
,Brazil,-14.235,-51.9253,2021-01-23,8821815,58298
,Brazil,-14.235,-51.9253,2021-01-24,8850334,28519
,Brazil,-14.235,-51.9253,2021-01-25,8880864,30530
,Brazil,-14.235,-51.9253,2021-01-26,8942472,61608
,Brazil,-14.235,-51.9253,2021-01-27,9007244,64772
,Brazil,-14.235,-51.9253,2021-01-28,9068004,60760
,Brazil,-14.235,-51.9253,2021-01-29,9127507,59503
,Brazil,-14.235,-51.9253,2021-01-30,9180621,53114
,Brazil,-14.235,-51.9253,2021-01-31,9208521,27900
,Brazil,-14.235,-51.9253,2021-02-01,9237011,28490
,Brazil,-14.235,-51.9253,2021-02-02,9293289,56278
,Brazil,-14.235,-51.9253,2021-02-03,9347703,54414
,Brazil,-14.235,-51.9253,2021-02-04,9404810,57107
,Brazil,-14.235,-51.9253,2021-02-05,9456500,51690
,Brazil,-14.235,-51.9253,2021-02-06,9502810,46310
,Brazil,-14.235,-51.9253,2021-02-07,9528972,26162
,Brazil,-14.235,-51.9253,2021-02-08,9557558,28586
,Brazil,-14.235,-51.9253,2021-02-09,9608775,51217
,Brazil,-14.235,-51.9253,2021-02-10,9669883,61108
,Brazil,-14.235,-51.9253,2021-02-11,9723487,53604
,Brazil,-14.235,-51.9253,2021-02-12,9772429,48942
,Brazil,-14.235,-51.9253,2021-02-13,9817285,44856
,Brazil,-14.235,-51.9253,2021-02-14,9848008,30723
,Brazil,-14.235,-51.9253,2021-02-15,9873816,25808
,Brazil,-14.235,-51.9253,2021-02-16,9939100,65284
,Brazil,-14.235,-51.9253,2021-02-17,9986325,47225
,Brazil,-14.235,-51.9253,2021-02-18,10039804,53479
,Brazil,-14.235,-51.9253,2021-02-19,10091961,52157
,Brazil,-14.235,-51.9253,2021-02-20,10144332,52371
,Brazil,-14.235,-51.9253,2021-02-21,10173817,29485
,Brazil,-14.235,-51.9253,2021-02-22,10205663,31846
,Brazil,-14.235,-51.9253,2021-02-23,10269248,63585
,Brazil,-14.235,-51.9253,2021-02-24,10334634,65386
,Brazil,-14.235,-51.9253,2021-02-25,10402913,68279
,Brazil,-14.235,-51.9253,2021-02-26,10466308,63395
,Brazil,-14.235,-51.9253,2021-02-27,10524726,58418
,Brazil,-14.235,-51.9253,2021-02-28,10558091,33365
,Brazil,-14.235,-51.9253,2021-03-01,10598476,40385
,Brazil,-14.235,-51.9253,2021-03-02,10658171,59695
,Brazil,-14.235,-51.9253,2021-03-03,10731070,72899
,Brazil,-14.235,-51.9253,2021-03-04,10807092,76022
,Brazil,-14.235,-51.9253,2021-03-05,10879597,72505
,Brazil,-14.235,-51.9253,2021-03-06,10946501,66904
,Brazil,-14.235,-51.9253,2021-03-07,11028185,81684
,Brazil,-14.235,-51.9253,2021-03-08,11064770,36585
,Brazil,-14.235,-51.9253,2021-03-09,11136064,71294
,Brazil,-14.235,-51.9253,2021-03-10,11217531,81467
,Brazil,-14.235,-51.9253,2021-03-11,11294602,77071
,Brazil,-14.235,-51.9253,2021-03-12,11377073,82471
,Brazil,-14.235,-51.9253,2021-03-13,11447416,70343
,Brazil,-14.235,-51.9253,2021-03-14,11490864,43448
,Brazil,-14.235,-51.9253,2021-03-15,11535178,44314
,Brazil,-14.235,-51.9253,2021-03-16,11620823,85645
,Brazil,-14.235,-51.9253,2021-03-17,11709475,88652
,Brazil,-14.235,-51.9253,2021-03-18,11797401,87926
,Brazil,-14.235,-51.9253,2021-03-19,11885660,88259
,Brazil,-14.235,-51.9253,2021-03-20,11958814,73154
,Brazil,-14.235,-51.9253,2021-03-21,12006259,47445
,Brazil,-14.235,-51.9253,2021-03-22,12062229,55970
,Brazil,-14.235,-51.9253,2021-03-23,12147437,85208
,Brazil,-14.235,-51.9253,2021-03-24,12238343,90906
,Brazil,-14.235,-51.9253,2021-03-25,12336604,98261
,Brazil,-14.235,-51.9253,2021-03-26,12416950,80346
,Brazil,-14.235,-51.9253,2021-03-27,12498653,81703
,Brazil,-14.235,-51.9253,2021-03-28,12545611,46958
,Brazil,-14.235,-51.9253,2021-03-29,12588226,42615
,Brazil,-14.235,-51.9253,2021-03-30,12674667,86441
,Brazil,-14.235,-51.9253,2021-03-31,12763392,88725
,Brazil,-14.235,-51.9253,2021-04-01,12851165,87773
,Brazil,-14.235,-51.9253,2021-04-02,12920540,69375
,Brazil,-14.235,-51.9253,2021-04-03,12959895,39355
,Brazil,-14.235,-51.9253,2021-04-04,12992213,32318
,Brazil,-14.235,-51.9253,2021-04-05,13034887,42674
,Brazil,-14.235,-51.9253,2021-04-06,13120019,85132
,Brazil,-14.235,-51.9253,2021-04-07,13208715,88696
,Brazil,-14.235,-51.9253,2021-04-08,13297270,88555
,Brazil,-14.235,-51.9253,2021-04-09,13385380,88110
,Brazil,-14.235,-51.9253,2021-04-10,13451932,66552
,Brazil,-14.235,-51.9253,2021-04-11,13491107,39175
,Brazil,-14.235,-51.9253,2021-04-12,13530757,39650
,Brazil,-14.235,-51.9253,2021-04-13,13613418,82661
,Brazil,-14.235,-51.9253,2021-04-14,13688024,74606
,Brazil,-14.235,-51.9253,2021-04-15,13759207,71183
,Brazil,-14.235,-51.9253,2021-04-16,13843594,84387
,Brazil,-14.235,-51.9253,2021-04-17,13912159,68565
,Brazil,-14.235,-51.9253,2021-04-18,13950997,38838
,Brazil,-14.235,-51.9253,2021-04-19,13987519,36522
,Brazil,-14.235,-51.9253,2021-04-20,14060162,72643
,Brazil,-14.235,-51.9253,2021-04-21,14134150,73988
,Brazil,-14.235,-51.9253,2021-04-22,14182258,48108
,Brazil,-14.235,-51.9253,2021-04-23,14251539,69281
,Brazil,-14.235,-51.9253,2021-04-24,14315320,63781
